Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Motion-Vidéo_Immunité_V2,Omega-3,—,Motion/Vidéo,Immunité,Avant/Après,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Scale - Omega-3,En ligne,09/09/2025,463711,1183686,2.55,8675,18,522.52,1762.56,3.37,0.44,0.06,0.73,29.03,9.51,33.6,97.92,https://facebook.com/ads/preview/AD-65193,AD-25570,AD-65193
AG1_Motion-Vidéo_Routine-matinale_V1,Omega-3,—,Motion/Vidéo,Routine matinale,Une journée avec moi,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Scale - Omega-3,Arrêtée,18/09/2025,428675,1722260,4.02,12664,1356,13118.68,148346.4,11.31,7.62,1.04,0.74,9.67,7.71,17.4,109.4,https://facebook.com/ads/preview/AD-24302,AD-70929,AD-24302
AG1_Motion-Vidéo_Science_V5,Omega-3,—,Motion/Vidéo,Science,Avant/Après,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Test créa - Omega-3,Archivée,09/09/2025,80117,160241,2.0,1214,48,896.89,5627.04,6.27,5.6,0.74,0.76,18.69,10.21,11.0,117.23,https://facebook.com/ads/preview/AD-13929,AD-95620,AD-13929
AG1_Podcast_Immunité_V3,Omega-3,—,Podcast,Immunité,Challenge,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Test créa - Omega-3,Archivée,09/09/2025,1398,1945,1.39,13,185,2963.58,21304.6,7.19,1523.69,227.97,0.67,16.02,7.69,16.9,115.16,https://facebook.com/ads/preview/AD-11703,AD-75902,AD-11703
AG1_Podcast_Promo_V3,Omega-3,—,Podcast,Promo,Test goût,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Test créa - Omega-3,En ligne,18/09/2025,772466,2250410,2.91,16930,2,133.3,183.66,1.38,0.06,0.01,0.75,66.65,10.47,28.4,91.83,https://facebook.com/ads/preview/AD-51027,AD-75511,AD-51027
AG1_Podcast_Routine-matinale_V1,Omega-3,—,Podcast,Routine matinale,Une journée avec moi,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Test créa - Omega-3,Arrêtée,07/09/2025,492711,723401,1.47,6292,42,3738.65,5008.5,1.34,5.17,0.59,0.87,89.02,13.43,25.3,119.25,https://facebook.com/ads/preview/AD-50696,AD-27397,AD-50696
AG1_UGC_Routine-matinale_V4,Omega-3,—,UGC,Routine matinale,Avant/Après,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Scale - Omega-3,Archivée,28/09/2025,83139,183627,2.21,843,428,6660.66,47272.6,7.1,36.27,7.9,0.46,15.56,11.86,13.5,110.45,https://facebook.com/ads/preview/AD-30400,AD-61834,AD-30400
AG1_UGC_Sport_V1,Omega-3,—,UGC,Sport,Témoignage,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Acquisition - Omega-3,Arrêtée,16/09/2025,302003,506580,1.68,4123,92,1956.66,9418.04,4.81,3.86,0.47,0.81,21.27,8.44,17.5,102.37,https://facebook.com/ads/preview/AD-88871,AD-64256,AD-88871
AG1_UGC_Énergie_V1,Omega-3,—,UGC,Énergie,Explication science,Large,Septembre 2025,Omega-3 - Septembre 2025,AG1 - Scale - Omega-3,En ligne,02/09/2025,401626,879669,2.19,7227,170,7717.02,19128.4,2.48,8.77,1.07,0.82,45.39,12.85,27.1,112.52,https://facebook.com/ads/preview/AD-23164,AD-66803,AD-23164
AG1_Sophia_Wellness_Podcast_Routine-matinale_V4,Omega-3,Sophia_Wellness,Podcast,Routine matinale,Avant/Après,Large,Août 2025,Omega-3 - Sophia Wellness - Août 2025,AG1 - Scale - Omega-3,En pause,17/08/2025,86520,148852,1.72,1349,316,4422.81,27138.08,6.14,29.71,3.28,0.91,14.0,4.67,18.4,85.88,https://facebook.com/ads/preview/AD-51347,AD-23055,AD-51347
AG1_Sophia_Wellness_Podcast_Science_V1,Omega-3,Sophia_Wellness,Podcast,Science,Morning Ritual,Large,Août 2025,Omega-3 - Sophia Wellness - Août 2025,AG1 - Scale - Omega-3,En pause,01/08/2025,98900,117988,1.19,790,415,9046.79,45496.45,5.03,76.68,11.45,0.67,21.8,6.58,13.4,109.63,https://facebook.com/ads/preview/AD-29078,AD-21898,AD-29078
AG1_Sophia_Wellness_Motion-Vidéo_Digestion_V2,Omega-3,Sophia_Wellness,Motion/Vidéo,Digestion,Challenge,Large,Juillet 2025,Omega-3 - Sophia Wellness - Juillet 2025,AG1 - Acquisition - Omega-3,Archivée,10/07/2025,52034,134035,2.58,1203,1176,11247.6,109626.72,9.75,83.92,9.35,0.9,9.56,5.82,15.8,93.22,https://facebook.com/ads/preview/AD-89007,AD-84443,AD-89007
AG1_Sophia_Wellness_UGC_Voyage_V3,Omega-3,Sophia_Wellness,UGC,Voyage,Une journée avec moi,Large,Juillet 2025,Omega-3 - Sophia Wellness - Juillet 2025,AG1 - Prospection - Omega-3,Archivée,18/07/2025,63532,78960,1.24,309,654,9152.63,68101.02,7.44,115.91,29.62,0.39,13.99,37.22,12.3,104.13,https://facebook.com/ads/preview/AD-22217,AD-63476,AD-22217
AG1_Zoe_Energy_UGC_Lifestyle_V1,Omega-3,Zoe_Energy,UGC,Lifestyle,Explication science,Large,Août 2025,Omega-3 - Zoe Energy - Août 2025,AG1 - Test créa - Omega-3,En pause,11/08/2025,33347,86048,2.58,395,609,7625.01,62526.03,8.2,88.61,19.3,0.46,12.52,14.43,8.2,102.67,https://facebook.com/ads/preview/AD-84569,AD-61910,AD-84569
AG1_Zoe_Energy_UGC_Digestion_V3,Omega-3,Zoe_Energy,UGC,Digestion,Explication science,Large,Juillet 2025,Omega-3 - Zoe Energy - Juillet 2025,AG1 - Acquisition - Omega-3,En ligne,10/07/2025,680193,2040592,3.0,15353,972,11695.6,88714.44,7.59,5.73,0.76,0.75,12.03,13.67,30.9,91.27,https://facebook.com/ads/preview/AD-77862,AD-36928,AD-77862
AG1_Zoe_Energy_Podcast_Voyage_V4,Omega-3,Zoe_Energy,Podcast,Voyage,Témoignage,Large,Novembre 2025,Omega-3 - Zoe Energy - Novembre 2025,AG1 - Scale - Omega-3,Archivée,10/11/2025,13629,34442,2.53,222,332,4934.41,32828.16,6.65,143.27,22.23,0.64,14.86,6.31,9.6,98.88,https://facebook.com/ads/preview/AD-98305,AD-27506,AD-98305
AG1_Zoe_Energy_UGC_Routine-matinale_V5,Omega-3,Zoe_Energy,UGC,Routine matinale,Avant/Après,Large,Novembre 2025,Omega-3 - Zoe Energy - Novembre 2025,AG1 - Prospection - Omega-3,Archivée,16/11/2025,20267,25527,1.26,205,90,8956.04,8145.0,0.91,350.85,43.69,0.8,99.51,6.34,25.1,90.5,https://facebook.com/ads/preview/AD-25809,AD-74279,AD-25809
AG1_Zoe_Energy_Image statique_Busy-Pro_V3,Omega-3,Zoe_Energy,Image statique,Busy Pro,Challenge,Large,Octobre 2025,Omega-3 - Zoe Energy - Octobre 2025,AG1 - Prospection - Omega-3,En ligne,08/10/2025,597579,1337900,2.24,6786,61,5524.4,7045.5,1.28,4.13,0.81,0.51,90.56,18.57,—,115.5,https://facebook.com/ads/preview/AD-53300,AD-29258,AD-53300
AG1_Zoe_Energy_UGC_Science_V1,Omega-3,Zoe_Energy,UGC,Science,Test goût,Large,Octobre 2025,Omega-3 - Zoe Energy - Octobre 2025,AG1 - Prospection - Omega-3,Archivée,28/10/2025,51142,80970,1.58,391,463,5878.72,43415.51,7.39,72.6,15.04,0.48,12.7,30.43,28.3,93.77,https://facebook.com/ads/preview/AD-34456,AD-15546,AD-34456
AG1_Zoe_Energy_Motion-Vidéo_Routine-matinale_V5,Omega-3,Zoe_Energy,Motion/Vidéo,Routine matinale,Avant/Après,Large,Septembre 2025,Omega-3 - Zoe Energy - Septembre 2025,AG1 - Prospection - Omega-3,Archivée,09/09/2025,88862,139943,1.57,754,262,8044.68,29907.3,3.72,57.49,10.67,0.54,30.7,27.59,27.4,114.15,https://facebook.com/ads/preview/AD-59976,AD-31305,AD-59976
AG1_Image statique_Lifestyle_V2,Shaker,—,Image statique,Lifestyle,Morning Ritual,Large,Août 2025,Shaker - Août 2025,AG1 - Scale - Shaker,En pause,18/08/2025,46346,52483,1.13,247,935,12619.05,101531.65,8.05,240.44,51.09,0.47,13.5,10.12,—,108.59,https://facebook.com/ads/preview/AD-84839,AD-31753,AD-84839
AG1_Podcast_Promo_V1,Shaker,—,Podcast,Promo,Comparatif,Large,Août 2025,Shaker - Août 2025,AG1 - Scale - Shaker,Arrêtée,13/08/2025,83807,331348,3.95,2039,23,3277.71,2186.61,0.67,9.89,1.61,0.62,142.51,6.38,10.7,95.07,https://facebook.com/ads/preview/AD-35312,AD-34832,AD-35312
AG1_Podcast_Sport_V5,Shaker,—,Podcast,Sport,Témoignage,Large,Août 2025,Shaker - Août 2025,AG1 - Scale - Shaker,Arrêtée,01/08/2025,206284,391222,1.9,1594,186,14733.68,19855.5,1.35,37.66,9.24,0.41,79.21,9.66,26.2,106.75,https://facebook.com/ads/preview/AD-61764,AD-10766,AD-61764
AG1_UGC_Promo_V1,Shaker,—,UGC,Promo,Comparatif,Large,Août 2025,Shaker - Août 2025,AG1 - Test créa - Shaker,En pause,20/08/2025,76637,94976,1.24,221,3,183.5,297.48,1.62,1.93,0.83,0.23,61.17,53.39,29.2,99.16,https://facebook.com/ads/preview/AD-58679,AD-30315,AD-58679
AG1_Ava_Balance_Podcast_Digestion_V2,Shaker,Ava_Balance,Podcast,Digestion,Une journée avec moi,Large,Juillet 2025,Shaker - Ava Balance - Juillet 2025,AG1 - Scale - Shaker,Arrêtée,11/07/2025,489798,819255,1.67,2168,24,2746.33,2280.0,0.83,3.35,1.27,0.26,114.43,50.42,17.0,95.0,https://facebook.com/ads/preview/AD-17603,AD-93165,AD-17603
AG1_Ava_Balance_Podcast_Science_V2,Shaker,Ava_Balance,Podcast,Science,Avant/Après,Large,Novembre 2025,Shaker - Ava Balance - Novembre 2025,AG1 - Acquisition - Shaker,En ligne,05/11/2025,162341,543270,3.35,4624,510,12151.87,49286.4,4.06,22.37,2.63,0.85,23.83,11.98,16.5,96.64,https://facebook.com/ads/preview/AD-58273,AD-23229,AD-58273
AG1_Ava_Balance_Témoignage_Digestion_V5,Shaker,Ava_Balance,Témoignage,Digestion,Morning Ritual,Large,Septembre 2025,Shaker - Ava Balance - Septembre 2025,AG1 - Prospection - Shaker,Arrêtée,23/09/2025,506418,2262694,4.47,14080,27,5896.39,3187.62,0.54,2.61,0.42,0.62,218.38,19.43,—,118.06,https://facebook.com/ads/preview/AD-81828,AD-35571,AD-81828
AG1_Ben_Recovery_Image statique_Science_V5,Shaker,Ben_Recovery,Image statique,Science,Témoignage,Large,Novembre 2025,Shaker - Ben Recovery - Novembre 2025,AG1 - Test créa - Shaker,Arrêtée,09/11/2025,273532,1104494,4.04,7026,54,1446.69,5785.02,4.0,1.31,0.21,0.64,26.79,7.6,—,107.13,https://facebook.com/ads/preview/AD-98526,AD-92350,AD-98526
AG1_Ben_Recovery_Motion-Vidéo_Busy-Pro_V3,Shaker,Ben_Recovery,Motion/Vidéo,Busy Pro,Explication science,Large,Octobre 2025,Shaker - Ben Recovery - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,01/10/2025,324869,1345605,4.14,9886,156,12260.21,17359.68,1.42,9.11,1.24,0.73,78.59,18.0,23.6,111.28,https://facebook.com/ads/preview/AD-40044,AD-79565,AD-40044
AG1_Chloe_Clean_Motion-Vidéo_Lifestyle_V1,Shaker,Chloe_Clean,Motion/Vidéo,Lifestyle,Une journée avec moi,Large,Août 2025,Shaker - Chloe Clean - Août 2025,AG1 - Prospection - Shaker,En pause,04/08/2025,51952,97468,1.88,306,6,1320.84,568.02,0.43,13.55,4.32,0.31,220.14,34.64,18.8,94.67,https://facebook.com/ads/preview/AD-18481,AD-32114,AD-18481
AG1_Chloe_Clean_Podcast_Promo_V5,Shaker,Chloe_Clean,Podcast,Promo,Comparatif,Large,Septembre 2025,Shaker - Chloe Clean - Septembre 2025,AG1 - Prospection - Shaker,Arrêtée,22/09/2025,239565,376311,1.57,1617,641,11336.67,55997.76,4.94,30.13,7.01,0.43,17.69,31.54,34.2,87.36,https://facebook.com/ads/preview/AD-25180,AD-65687,AD-25180
AG1_Chris_Endurance_Motion-Vidéo_Immunité_V1,Shaker,Chris_Endurance,Motion/Vidéo,Immunité,Test goût,Large,Août 2025,Shaker - Chris Endurance - Août 2025,AG1 - Acquisition - Shaker,Archivée,09/08/2025,66476,150452,2.26,1226,185,8704.57,22009.45,2.53,57.86,7.1,0.81,47.05,15.58,13.7,118.97,https://facebook.com/ads/preview/AD-80736,AD-81233,AD-80736
AG1_Chris_Endurance_Podcast_Voyage_V3,Shaker,Chris_Endurance,Podcast,Voyage,Une journée avec moi,Large,Juillet 2025,Shaker - Chris Endurance - Juillet 2025,AG1 - Scale - Shaker,En ligne,10/07/2025,696447,2331912,3.35,20115,26,5078.78,2881.58,0.57,2.18,0.25,0.86,195.34,7.64,22.4,110.83,https://facebook.com/ads/preview/AD-12180,AD-72245,AD-12180
AG1_Chris_Endurance_UGC_Sport_V3,Shaker,Chris_Endurance,UGC,Sport,Une journée avec moi,Large,Juillet 2025,Shaker - Chris Endurance - Juillet 2025,AG1 - Prospection - Shaker,Archivée,17/07/2025,70686,177459,2.51,921,691,10708.59,67116.83,6.27,60.34,11.63,0.52,15.5,21.72,26.1,97.13,https://facebook.com/ads/preview/AD-25860,AD-69177,AD-25860
AG1_Chris_Endurance_Image statique_Énergie_V5,Shaker,Chris_Endurance,Image statique,Énergie,Morning Ritual,Large,Novembre 2025,Shaker - Chris Endurance - Novembre 2025,AG1 - Test créa - Shaker,Arrêtée,05/11/2025,26810,103845,3.87,283,245,8109.17,22586.55,2.79,78.09,28.65,0.27,33.1,42.05,—,92.19,https://facebook.com/ads/preview/AD-39162,AD-95539,AD-39162
AG1_Chris_Endurance_UGC_Busy-Pro_V3,Shaker,Chris_Endurance,UGC,Busy Pro,Explication science,Large,Octobre 2025,Shaker - Chris Endurance - Octobre 2025,AG1 - Prospection - Shaker,Arrêtée,25/10/2025,536184,1046760,1.95,10342,194,6566.83,18441.64,2.81,6.27,0.63,0.99,33.85,3.53,18.7,95.06,https://facebook.com/ads/preview/AD-68349,AD-79102,AD-68349
AG1_Emma_Health_Podcast_Routine-matinale_V5,Shaker,Emma_Health,Podcast,Routine matinale,Explication science,Large,Août 2025,Shaker - Emma Health - Août 2025,AG1 - Prospection - Shaker,Archivée,10/08/2025,5144,10881,2.12,26,706,9478.2,74927.78,7.91,871.08,364.55,0.24,13.43,38.46,15.9,106.13,https://facebook.com/ads/preview/AD-70469,AD-47475,AD-70469
AG1_Emma_Health_Motion-Vidéo_Voyage_V2,Shaker,Emma_Health,Motion/Vidéo,Voyage,Une journée avec moi,Large,Juillet 2025,Shaker - Emma Health - Juillet 2025,AG1 - Test créa - Shaker,Arrêtée,23/07/2025,274679,1068558,3.89,5326,17,5983.6,2011.1,0.34,5.6,1.12,0.5,351.98,12.45,19.0,118.3,https://facebook.com/ads/preview/AD-49318,AD-39603,AD-49318
AG1_Emma_Health_Podcast_Promo_V4,Shaker,Emma_Health,Podcast,Promo,Témoignage,Large,Octobre 2025,Shaker - Emma Health - Octobre 2025,AG1 - Scale - Shaker,Arrêtée,09/10/2025,80213,319283,3.98,1287,27,2625.14,2861.19,1.09,8.22,2.04,0.4,97.23,17.72,32.8,105.97,https://facebook.com/ads/preview/AD-66032,AD-44326,AD-66032
AG1_Emma_Health_Image statique_Immunité_V2,Shaker,Emma_Health,Image statique,Immunité,Avant/Après,Large,Septembre 2025,Shaker - Emma Health - Septembre 2025,AG1 - Test créa - Shaker,En ligne,18/09/2025,518957,1817015,3.5,6631,82,1975.8,7737.52,3.92,1.09,0.3,0.36,24.1,12.26,—,94.36,https://facebook.com/ads/preview/AD-14588,AD-43654,AD-14588
AG1_Ethan_Fuel_Podcast_Promo_V2,Shaker,Ethan_Fuel,Podcast,Promo,Comparatif,Large,Août 2025,Shaker - Ethan Fuel - Août 2025,AG1 - Acquisition - Shaker,Arrêtée,16/08/2025,54241,153858,2.84,1160,100,9599.57,9378.0,0.98,62.39,8.28,0.75,96.0,18.62,20.6,93.78,https://facebook.com/ads/preview/AD-59271,AD-53452,AD-59271
AG1_Ethan_Fuel_Témoignage_Routine-matinale_V4,Shaker,Ethan_Fuel,Témoignage,Routine matinale,Témoignage,Large,Novembre 2025,Shaker - Ethan Fuel - Novembre 2025,AG1 - Scale - Shaker,En ligne,25/11/2025,687849,1154369,1.68,10794,37,560.03,3934.95,7.03,0.49,0.05,0.94,15.14,9.26,—,106.35,https://facebook.com/ads/preview/AD-21773,AD-56829,AD-21773
AG1_Ethan_Fuel_UGC_Promo_V5,Shaker,Ethan_Fuel,UGC,Promo,Challenge,Large,Septembre 2025,Shaker - Ethan Fuel - Septembre 2025,AG1 - Scale - Shaker,Arrêtée,26/09/2025,34368,105613,3.07,1036,25,2130.06,2648.0,1.24,20.17,2.06,0.98,85.2,3.38,34.8,105.92,https://facebook.com/ads/preview/AD-89670,AD-89036,AD-89670
AG1_Jake_Strong_Témoignage_Énergie_V5,Shaker,Jake_Strong,Témoignage,Énergie,Challenge,Large,Juillet 2025,Shaker - Jake Strong - Juillet 2025,AG1 - Test créa - Shaker,En pause,20/07/2025,49856,94777,1.9,940,1140,12909.49,101129.4,7.83,136.21,13.73,0.99,11.32,8.3,—,88.71,https://facebook.com/ads/preview/AD-89905,AD-17894,AD-89905
AG1_Jake_Strong_UGC_Immunité_V5,Shaker,Jake_Strong,UGC,Immunité,Challenge,Large,Juillet 2025,Shaker - Jake Strong - Juillet 2025,AG1 - Scale - Shaker,En ligne,27/07/2025,463741,711748,1.53,5254,119,6849.05,13182.82,1.92,9.62,1.3,0.74,57.56,12.77,26.2,110.78,https://facebook.com/ads/preview/AD-58689,AD-93695,AD-58689
AG1_Jake_Strong_Image statique_Routine-matinale_V2,Shaker,Jake_Strong,Image statique,Routine matinale,Avant/Après,Large,Octobre 2025,Shaker - Jake Strong - Octobre 2025,AG1 - Test créa - Shaker,Arrêtée,28/10/2025,338987,1284855,3.79,12457,286,5392.3,30193.02,5.6,4.2,0.43,0.97,18.85,14.23,—,105.57,https://facebook.com/ads/preview/AD-16655,AD-64746,AD-16655
AG1_Jake_Strong_Image statique_Science_V1,Shaker,Jake_Strong,Image statique,Science,Une journée avec moi,Large,Septembre 2025,Shaker - Jake Strong - Septembre 2025,AG1 - Scale - Shaker,Arrêtée,20/09/2025,387788,894027,2.31,5154,694,9797.07,68907.26,7.03,10.96,1.9,0.58,14.12,13.7,—,99.29,https://facebook.com/ads/preview/AD-31012,AD-14083,AD-31012
AG1_Image statique_Promo_V5,Shaker,—,Image statique,Promo,Comparatif,Large,Juillet 2025,Shaker - Juillet 2025,AG1 - Scale - Shaker,En pause,15/07/2025,37072,90904,2.45,661,65,8719.85,6100.9,0.7,95.92,13.19,0.73,134.15,17.85,—,93.86,https://facebook.com/ads/preview/AD-73483,AD-80592,AD-73483
AG1_Image statique_Voyage_V1,Shaker,—,Image statique,Voyage,Comparatif,Large,Juillet 2025,Shaker - Juillet 2025,AG1 - Prospection - Shaker,Arrêtée,01/07/2025,138093,598182,4.33,2211,69,1420.52,6828.93,4.81,2.37,0.64,0.37,20.59,34.87,—,98.97,https://facebook.com/ads/preview/AD-53713,AD-16629,AD-53713
AG1_Motion-Vidéo_Énergie_V4,Shaker,—,Motion/Vidéo,Énergie,Avant/Après,Large,Juillet 2025,Shaker - Juillet 2025,AG1 - Prospection - Shaker,Arrêtée,04/07/2025,299617,873374,2.91,6640,12,234.84,1302.48,5.55,0.27,0.04,0.76,19.57,18.42,23.9,108.54,https://facebook.com/ads/preview/AD-29613,AD-64321,AD-29613
AG1_UGC_Voyage_V2,Shaker,—,UGC,Voyage,Témoignage,Large,Juillet 2025,Shaker - Juillet 2025,AG1 - Prospection - Shaker,En ligne,18/07/2025,535100,1136828,2.12,10107,658,6674.8,56120.82,8.41,5.87,0.66,0.89,10.14,15.83,22.9,85.29,https://facebook.com/ads/preview/AD-22224,AD-11934,AD-22224
AG1_UGC_Énergie_V2,Shaker,—,UGC,Énergie,Avant/Après,Large,Juillet 2025,Shaker - Juillet 2025,AG1 - Acquisition - Shaker,En ligne,18/07/2025,62884,132771,2.11,424,118,5775.54,13120.42,2.27,43.5,13.62,0.32,48.95,26.89,33.1,111.19,https://facebook.com/ads/preview/AD-64967,AD-95944,AD-64967
AG1_Lily_Nutrition_Podcast_Sport_V2,Shaker,Lily_Nutrition,Podcast,Sport,Test goût,Large,Juillet 2025,Shaker - Lily Nutrition - Juillet 2025,AG1 - Prospection - Shaker,Arrêtée,14/07/2025,525611,2311575,4.4,10560,637,6154.8,59909.85,9.73,2.66,0.58,0.46,9.66,18.91,10.8,94.05,https://facebook.com/ads/preview/AD-47777,AD-74942,AD-47777
AG1_Lily_Nutrition_Motion-Vidéo_Routine-matinale_V3,Shaker,Lily_Nutrition,Motion/Vidéo,Routine matinale,Challenge,Large,Novembre 2025,Shaker - Lily Nutrition - Novembre 2025,AG1 - Test créa - Shaker,Arrêtée,05/11/2025,472113,806597,1.71,3803,461,9452.39,39332.52,4.16,11.72,2.49,0.47,20.5,23.59,31.5,85.32,https://facebook.com/ads/preview/AD-88485,AD-51504,AD-88485
AG1_Lily_Nutrition_Podcast_Voyage_V5,Shaker,Lily_Nutrition,Podcast,Voyage,Challenge,Large,Septembre 2025,Shaker - Lily Nutrition - Septembre 2025,AG1 - Prospection - Shaker,Arrêtée,17/09/2025,294682,554842,1.88,3737,307,8599.87,32947.24,3.83,15.5,2.3,0.67,28.01,4.5,8.2,107.32,https://facebook.com/ads/preview/AD-76036,AD-69695,AD-76036
AG1_Lily_Nutrition_UGC_Énergie_V3,Shaker,Lily_Nutrition,UGC,Énergie,Explication science,Large,Septembre 2025,Shaker - Lily Nutrition - Septembre 2025,AG1 - Scale - Shaker,En ligne,08/09/2025,379727,685695,1.81,3175,4,212.97,352.8,1.66,0.31,0.07,0.46,53.24,14.71,20.6,88.2,https://facebook.com/ads/preview/AD-18681,AD-83615,AD-18681
AG1_Lucas_Active_UGC_Voyage_V3,Shaker,Lucas_Active,UGC,Voyage,Morning Ritual,Large,Août 2025,Shaker - Lucas Active - Août 2025,AG1 - Test créa - Shaker,Arrêtée,03/08/2025,241522,411928,1.71,4023,253,14960.64,28047.58,1.87,36.32,3.72,0.98,59.13,11.33,28.3,110.86,https://facebook.com/ads/preview/AD-66614,AD-39109,AD-66614
AG1_Lucas_Active_UGC_Immunité_V2,Shaker,Lucas_Active,UGC,Immunité,Comparatif,Large,Juillet 2025,Shaker - Lucas Active - Juillet 2025,AG1 - Prospection - Shaker,Arrêtée,19/07/2025,491141,820930,1.67,5181,56,11187.59,5180.0,0.46,13.63,2.16,0.63,199.78,7.39,28.2,92.5,https://facebook.com/ads/preview/AD-57447,AD-62350,AD-57447
AG1_Lucas_Active_Podcast_Lifestyle_V4,Shaker,Lucas_Active,Podcast,Lifestyle,Une journée avec moi,Large,Octobre 2025,Shaker - Lucas Active - Octobre 2025,AG1 - Scale - Shaker,En ligne,16/10/2025,627360,1540849,2.46,3979,87,6133.53,7585.53,1.24,3.98,1.54,0.26,70.5,29.18,30.4,87.19,https://facebook.com/ads/preview/AD-22878,AD-65830,AD-22878
AG1_Lucas_Active_UGC_Énergie_V5,Shaker,Lucas_Active,UGC,Énergie,Avant/Après,Large,Septembre 2025,Shaker - Lucas Active - Septembre 2025,AG1 - Acquisition - Shaker,En ligne,12/09/2025,300205,721017,2.4,3875,536,13561.65,56944.64,4.2,18.81,3.5,0.54,25.3,20.59,18.6,106.24,https://facebook.com/ads/preview/AD-67703,AD-94815,AD-67703
AG1_Marcus_Fit_UGC_Busy-Pro_V1,Shaker,Marcus_Fit,UGC,Busy Pro,Témoignage,Large,Juillet 2025,Shaker - Marcus Fit - Juillet 2025,AG1 - Test créa - Shaker,En ligne,12/07/2025,726502,1755098,2.42,12006,377,8530.31,44599.1,5.23,4.86,0.71,0.68,22.63,11.09,26.3,118.3,https://facebook.com/ads/preview/AD-20077,AD-68188,AD-20077
AG1_Marcus_Fit_Image statique_Busy-Pro_V1,Shaker,Marcus_Fit,Image statique,Busy Pro,Avant/Après,Large,Novembre 2025,Shaker - Marcus Fit - Novembre 2025,AG1 - Acquisition - Shaker,Arrêtée,15/11/2025,267541,648366,2.42,1994,606,9306.84,68962.8,7.41,14.35,4.67,0.31,15.36,17.55,—,113.8,https://facebook.com/ads/preview/AD-21382,AD-22274,AD-21382
AG1_Marcus_Fit_Podcast_Routine-matinale_V2,Shaker,Marcus_Fit,Podcast,Routine matinale,Explication science,Large,Novembre 2025,Shaker - Marcus Fit - Novembre 2025,AG1 - Scale - Shaker,En ligne,04/11/2025,730292,2049713,2.81,8724,1298,11737.46,119428.98,10.18,5.73,1.35,0.43,9.04,14.32,13.7,92.01,https://facebook.com/ads/preview/AD-80542,AD-91265,AD-80542
AG1_Marcus_Fit_Podcast_Sport_V4,Shaker,Marcus_Fit,Podcast,Sport,Comparatif,Large,Novembre 2025,Shaker - Marcus Fit - Novembre 2025,AG1 - Acquisition - Shaker,En ligne,06/11/2025,622145,949128,1.53,9186,60,1594.08,6649.8,4.17,1.68,0.17,0.97,26.57,11.95,30.8,110.83,https://facebook.com/ads/preview/AD-20191,AD-34401,AD-20191
AG1_Marcus_Fit_UGC_Sport_V2,Shaker,Marcus_Fit,UGC,Sport,Test goût,Large,Septembre 2025,Shaker - Marcus Fit - Septembre 2025,AG1 - Scale - Shaker,En pause,05/09/2025,47917,139621,2.91,829,33,1491.15,3233.67,2.17,10.68,1.8,0.59,45.19,18.46,30.4,97.99,https://facebook.com/ads/preview/AD-77467,AD-38745,AD-77467
AG1_Max_Performance_UGC_Lifestyle_V4,Shaker,Max_Performance,UGC,Lifestyle,Une journée avec moi,Large,Août 2025,Shaker - Max Performance - Août 2025,AG1 - Prospection - Shaker,Archivée,15/08/2025,74762,108328,1.45,777,1379,13850.53,143195.36,10.34,127.86,17.83,0.72,10.04,19.95,24.9,103.84,https://facebook.com/ads/preview/AD-44312,AD-35987,AD-44312
AG1_Max_Performance_Podcast_Lifestyle_V1,Shaker,Max_Performance,Podcast,Lifestyle,Test goût,Large,Juillet 2025,Shaker - Max Performance - Juillet 2025,AG1 - Test créa - Shaker,Archivée,08/07/2025,97186,119988,1.23,472,84,7209.87,9772.56,1.36,60.09,15.28,0.39,85.83,37.92,24.3,116.34,https://facebook.com/ads/preview/AD-52154,AD-82362,AD-52154
AG1_Max_Performance_UGC_Digestion_V5,Shaker,Max_Performance,UGC,Digestion,Morning Ritual,Large,Juillet 2025,Shaker - Max Performance - Juillet 2025,AG1 - Scale - Shaker,Arrêtée,03/07/2025,127301,543069,4.27,2422,910,12483.4,91819.0,7.36,22.99,5.15,0.45,13.72,30.35,9.6,100.9,https://facebook.com/ads/preview/AD-73699,AD-21226,AD-73699
